Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend,City_Clean,State_Clean,Stipend_Flag,Stipend_Range,Stipend_Midpoint,Has_Stipend,Is_Remote,Is_Hybrid,Is_Onsite,Is_Full_Time,Is_Part_Time,Skill_Count,Technical_Skill_Count,Soft_Skill_Count,HR_Tool_Count,Education_Level
A3195,Talent Acquisition Intern,Razorpay,FMCG,Public Limited,Full-time,New Delhi,Delhi,Remote,Human Resources,3 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1330,3.0,Medium-term,Paid,22500.0,New Delhi,Delhi,Normal,5000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3196,Talent Acquisition Intern,Reliance Industries,E-commerce,Startup,Full-time,Bengaluru,Karnataka,Hybrid,Human Resources,3 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1331,3.0,Medium-term,Paid,22500.0,Bengaluru,Karnataka,Normal,15000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3197,HR Intern,Myntra,Information Technology,Startup,Full-time,Gurugram,Haryana,Hybrid,Human Resources,6 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1332,6.0,Long-term,Paid,22500.0,Gurugram,Haryana,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3198,HR Intern,TCS,Fintech,Private Limited,Full-time,Bengaluru,Karnataka,Hybrid,Human Resources,2 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1333,2.0,Short-term,Paid,17500.0,Bengaluru,Karnataka,Normal,5000.0,17500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3199,HR Intern,IBM,Telecom,Enterprise,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,6 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1334,6.0,Long-term,Paid,20000.0,Bengaluru,Karnataka,Normal,10000.0,20000.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3200,HR Operations Intern,Reliance Industries,Fintech,Startup,Part-time,Noida,Uttar Pradesh,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1335,6.0,Long-term,Paid,27500.0,Noida,Uttar Pradesh,Normal,15000.0,27500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3201,Talent Acquisition Intern,Accenture,Manufacturing,Public Limited,Full-time,New Delhi,Delhi,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1336,6.0,Long-term,Paid,27500.0,New Delhi,Delhi,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3202,HR Operations Intern,Amazon,EdTech,Public Limited,Full-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1337,6.0,Long-term,Paid,25000.0,Bengaluru,Karnataka,Normal,10000.0,25000.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3203,HR Operations Intern,Accenture,E-commerce,Public Limited,Part-time,Ahmedabad,Gujarat,Remote,Human Resources,6 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1338,6.0,Long-term,Paid,20000.0,Ahmedabad,Gujarat,Normal,10000.0,20000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3204,Learning & Development Intern,Deloitte,Information Technology,Startup,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,3 Months,15000.0,30000.0,Hirect,https://hirect.in/job/internship-1339,3.0,Medium-term,Paid,22500.0,Chennai,Tamil Nadu,Normal,15000.0,22500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3205,Talent Acquisition Intern,Razorpay,Healthcare,Public Limited,Part-time,Bengaluru,Karnataka,Remote,Human Resources,6 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1340,6.0,Long-term,Paid,17500.0,Bengaluru,Karnataka,Normal,5000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3206,HR Operations Intern,Wipro,Manufacturing,Public Limited,Full-time,Kolkata,West Bengal,Remote,Human Resources,2 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1341,2.0,Short-term,Paid,15000.0,Kolkata,West Bengal,Normal,10000.0,15000.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3207,HR Intern,Reliance Industries,FMCG,MNC,Part-time,Noida,Uttar Pradesh,Hybrid,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1342,2.0,Short-term,Paid,22500.0,Noida,Uttar Pradesh,Normal,5000.0,22500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3208,Talent Acquisition Intern,Oracle,Information Technology,Startup,Full-time,Bengaluru,Karnataka,On-site,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1343,3.0,Medium-term,Paid,15000.0,Bengaluru,Karnataka,Normal,10000.0,15000.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3209,HR Operations Intern,Genpact,Banking & Financial Services,Private Limited,Full-time,Chennai,Tamil Nadu,On-site,Human Resources,3 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1344,3.0,Medium-term,Paid,17500.0,Chennai,Tamil Nadu,Normal,15000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3210,HR Intern,Myntra,Information Technology,Startup,Part-time,New Delhi,Delhi,On-site,Human Resources,6 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1345,6.0,Long-term,Paid,17500.0,New Delhi,Delhi,Normal,5000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3211,HR Operations Intern,HCL Tech,Logistics,Public Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1346,6.0,Long-term,Paid,15000.0,New Delhi,Delhi,Normal,10000.0,15000.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3212,HR Intern,KPMG,Banking & Financial Services,Startup,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,2 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1347,2.0,Short-term,Paid,20000.0,Mumbai,Maharashtra,Normal,10000.0,20000.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3213,HR Intern,Byju's,Telecom,MNC,Full-time,Hyderabad,Telangana,Remote,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1348,3.0,Medium-term,Paid,12500.0,Hyderabad,Telangana,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3214,Learning & Development Intern,Tech Mahindra,Telecom,Startup,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1349,3.0,Medium-term,Paid,12500.0,Kolkata,West Bengal,Normal,5000.0,12500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3215,Learning & Development Intern,TCS,Telecom,MNC,Part-time,Noida,Uttar Pradesh,Hybrid,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1350,3.0,Medium-term,Paid,15000.0,Noida,Uttar Pradesh,Normal,10000.0,15000.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3216,HR Operations Intern,Infosys,Logistics,Enterprise,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,3 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1351,3.0,Medium-term,Paid,22500.0,Ahmedabad,Gujarat,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3217,Talent Acquisition Intern,Myntra,E-commerce,MNC,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1352,2.0,Short-term,Paid,17500.0,Noida,Uttar Pradesh,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3218,Talent Acquisition Intern,HDFC Bank,Fintech,Private Limited,Part-time,Gurugram,Haryana,On-site,Human Resources,2 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1353,2.0,Short-term,Paid,15000.0,Gurugram,Haryana,Normal,10000.0,15000.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3219,Recruitment Intern,Tech Mahindra,Manufacturing,Private Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,3 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1354,3.0,Medium-term,Paid,17500.0,New Delhi,Delhi,Normal,15000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3220,Recruitment Intern,KPMG,Information Technology,Public Limited,Part-time,Pune,Maharashtra,On-site,Human Resources,3 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1355,3.0,Medium-term,Paid,27500.0,Pune,Maharashtra,Normal,15000.0,27500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3221,HR Operations Intern,Cognizant,Healthcare,Enterprise,Full-time,Bengaluru,Karnataka,Hybrid,Human Resources,3 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1356,3.0,Medium-term,Paid,22500.0,Bengaluru,Karnataka,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3222,Recruitment Intern,Swiggy,FMCG,Enterprise,Full-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1357,6.0,Long-term,Paid,22500.0,Mumbai,Maharashtra,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3223,HR Operations Intern,Reliance Industries,Logistics,MNC,Part-time,Ahmedabad,Gujarat,On-site,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1358,2.0,Short-term,Paid,17500.0,Ahmedabad,Gujarat,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3224,HR Operations Intern,Accenture,Banking & Financial Services,Enterprise,Part-time,Bengaluru,Karnataka,On-site,Human Resources,3 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1359,3.0,Medium-term,Paid,17500.0,Bengaluru,Karnataka,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3225,HR Operations Intern,Infosys,E-commerce,Enterprise,Part-time,New Delhi,Delhi,On-site,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1360,3.0,Medium-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3226,HR Intern,Wipro,Banking & Financial Services,Public Limited,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1361,6.0,Long-term,Paid,27500.0,Kolkata,West Bengal,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3227,Recruitment Intern,PhonePe,Information Technology,Startup,Full-time,Gurugram,Haryana,On-site,Human Resources,3 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1362,3.0,Medium-term,Paid,25000.0,Gurugram,Haryana,Normal,10000.0,25000.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3228,HR Intern,Infosys,Logistics,Enterprise,Part-time,Gurugram,Haryana,Remote,Human Resources,2 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1363,2.0,Short-term,Paid,15000.0,Gurugram,Haryana,Normal,10000.0,15000.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3229,HR Operations Intern,HCL Tech,Information Technology,Private Limited,Part-time,Kolkata,West Bengal,Remote,Human Resources,6 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1364,6.0,Long-term,Paid,25000.0,Kolkata,West Bengal,Normal,10000.0,25000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3230,HR Operations Intern,Myntra,Banking & Financial Services,Enterprise,Part-time,Hyderabad,Telangana,On-site,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1365,2.0,Short-term,Paid,22500.0,Hyderabad,Telangana,Normal,5000.0,22500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3231,HR Operations Intern,Blinkit,E-commerce,Startup,Part-time,New Delhi,Delhi,Remote,Human Resources,3 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1366,3.0,Medium-term,Paid,22500.0,New Delhi,Delhi,Normal,5000.0,22500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3232,HR Operations Intern,Amazon,Healthcare,Enterprise,Part-time,Bengaluru,Karnataka,On-site,Human Resources,3 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1367,3.0,Medium-term,Paid,20000.0,Bengaluru,Karnataka,Normal,10000.0,20000.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3233,Learning & Development Intern,Flipkart,FMCG,Enterprise,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,6 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1368,6.0,Long-term,Paid,17500.0,Noida,Uttar Pradesh,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3234,HR Operations Intern,Razorpay,Banking & Financial Services,Private Limited,Part-time,Mumbai,Maharashtra,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1369,6.0,Long-term,Paid,27500.0,Mumbai,Maharashtra,Normal,15000.0,27500.0,1,0,1,0,0,1,3,1,1,1,Graduate
A3235,Learning & Development Intern,Tata Motors,FMCG,MNC,Full-time,Ahmedabad,Gujarat,Remote,Human Resources,3 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1370,3.0,Medium-term,Paid,25000.0,Ahmedabad,Gujarat,Normal,10000.0,25000.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3236,Talent Acquisition Intern,Zepto,FMCG,Startup,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,6 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1371,6.0,Long-term,Paid,17500.0,Noida,Uttar Pradesh,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3237,HR Operations Intern,Wipro,Manufacturing,Public Limited,Part-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1372,2.0,Short-term,Paid,17500.0,Mumbai,Maharashtra,Normal,15000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3238,HR Operations Intern,Deloitte,FMCG,MNC,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1373,6.0,Long-term,Paid,25000.0,Kolkata,West Bengal,Normal,10000.0,25000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3239,HR Operations Intern,Zomato,Healthcare,Private Limited,Full-time,New Delhi,Delhi,Hybrid,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1374,2.0,Short-term,Paid,22500.0,New Delhi,Delhi,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3240,HR Operations Intern,Infosys,Logistics,MNC,Full-time,Ahmedabad,Gujarat,Remote,Human Resources,2 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1375,2.0,Short-term,Paid,17500.0,Ahmedabad,Gujarat,Normal,15000.0,17500.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3241,HR Operations Intern,PhonePe,Fintech,Startup,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1376,6.0,Long-term,Paid,27500.0,Ahmedabad,Gujarat,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3242,Recruitment Intern,KPMG,FMCG,Startup,Part-time,Hyderabad,Telangana,Remote,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1377,6.0,Long-term,Paid,15000.0,Hyderabad,Telangana,Normal,10000.0,15000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3243,HR Intern,HDFC Bank,EdTech,MNC,Full-time,Chennai,Tamil Nadu,On-site,Human Resources,3 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1378,3.0,Medium-term,Paid,17500.0,Chennai,Tamil Nadu,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3244,HR Operations Intern,Deloitte,EdTech,MNC,Part-time,Noida,Uttar Pradesh,Remote,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1379,6.0,Long-term,Paid,15000.0,Noida,Uttar Pradesh,Normal,10000.0,15000.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3245,HR Intern,HDFC Bank,Telecom,Private Limited,Part-time,Chennai,Tamil Nadu,Hybrid,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1380,6.0,Long-term,Paid,12500.0,Chennai,Tamil Nadu,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
A3246,HR Operations Intern,HDFC Bank,Fintech,Enterprise,Part-time,Kolkata,West Bengal,On-site,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1381,3.0,Medium-term,Paid,12500.0,Kolkata,West Bengal,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3247,Learning & Development Intern,HCL Tech,FMCG,Public Limited,Full-time,Bengaluru,Karnataka,Hybrid,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1382,2.0,Short-term,Paid,22500.0,Bengaluru,Karnataka,Normal,5000.0,22500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3248,HR Intern,Swiggy,Information Technology,Enterprise,Full-time,Bengaluru,Karnataka,On-site,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1383,3.0,Medium-term,Paid,15000.0,Bengaluru,Karnataka,Normal,10000.0,15000.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3249,HR Operations Intern,Cognizant,Manufacturing,Enterprise,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,2 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1384,2.0,Short-term,Paid,17500.0,Noida,Uttar Pradesh,Normal,5000.0,17500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3250,HR Operations Intern,Wipro,Banking & Financial Services,Startup,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,6 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1385,6.0,Long-term,Paid,20000.0,Chennai,Tamil Nadu,Normal,10000.0,20000.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3251,Talent Acquisition Intern,PhonePe,Banking & Financial Services,Enterprise,Full-time,New Delhi,Delhi,Hybrid,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1386,2.0,Short-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3252,Recruitment Intern,Myntra,Fintech,Private Limited,Full-time,Noida,Uttar Pradesh,Hybrid,Human Resources,6 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1387,6.0,Long-term,Paid,20000.0,Noida,Uttar Pradesh,Normal,10000.0,20000.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3253,HR Intern,Byju's,EdTech,Startup,Part-time,Mumbai,Maharashtra,Remote,Human Resources,6 Months,10000.0,25000.0,Hirect,https://hirect.in/job/internship-1388,6.0,Long-term,Paid,17500.0,Mumbai,Maharashtra,Normal,15000.0,17500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3254,Learning & Development Intern,Blinkit,Healthcare,Enterprise,Full-time,Gurugram,Haryana,On-site,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1389,6.0,Long-term,Paid,12500.0,Gurugram,Haryana,Normal,5000.0,12500.0,1,0,0,1,1,0,3,1,1,1,Graduate
A3255,HR Intern,Infosys,EdTech,MNC,Part-time,Kolkata,West Bengal,On-site,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1390,6.0,Long-term,Paid,27500.0,Kolkata,West Bengal,Normal,15000.0,27500.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3256,Recruitment Intern,Swiggy,Fintech,Private Limited,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1391,2.0,Short-term,Paid,27500.0,Chennai,Tamil Nadu,Normal,15000.0,27500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3257,Talent Acquisition Intern,KPMG,EdTech,Enterprise,Part-time,Gurugram,Haryana,Remote,Human Resources,2 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1392,2.0,Short-term,Paid,12500.0,Gurugram,Haryana,Normal,5000.0,12500.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3258,HR Operations Intern,HDFC Bank,Telecom,MNC,Part-time,Noida,Uttar Pradesh,Remote,Human Resources,3 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1393,3.0,Medium-term,Paid,27500.0,Noida,Uttar Pradesh,Normal,15000.0,27500.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3259,Recruitment Intern,Zepto,Information Technology,Public Limited,Part-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1394,3.0,Medium-term,Paid,15000.0,Mumbai,Maharashtra,Normal,10000.0,15000.0,1,1,0,0,0,1,3,1,1,1,Postgraduate
A3260,HR Intern,Oracle,Healthcare,MNC,Full-time,Mumbai,Maharashtra,Hybrid,Human Resources,3 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1395,3.0,Medium-term,Paid,27500.0,Mumbai,Maharashtra,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Postgraduate
A3261,HR Operations Intern,Blinkit,Banking & Financial Services,Enterprise,Full-time,Ahmedabad,Gujarat,Remote,Human Resources,3 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1396,3.0,Medium-term,Paid,15000.0,Ahmedabad,Gujarat,Normal,10000.0,15000.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3262,Talent Acquisition Intern,Accenture,Banking & Financial Services,MNC,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1397,6.0,Long-term,Paid,27500.0,Kolkata,West Bengal,Normal,15000.0,27500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3263,Recruitment Intern,LTIMindtree,FMCG,Public Limited,Part-time,Kolkata,West Bengal,On-site,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1398,6.0,Long-term,Paid,12500.0,Kolkata,West Bengal,Normal,5000.0,12500.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3264,Talent Acquisition Intern,Deloitte,Logistics,Enterprise,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,3 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1399,3.0,Medium-term,Paid,20000.0,Noida,Uttar Pradesh,Normal,10000.0,20000.0,1,0,0,1,0,1,3,1,1,1,Graduate
A3265,HR Operations Intern,PwC,Fintech,MNC,Full-time,New Delhi,Delhi,Remote,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1400,6.0,Long-term,Paid,15000.0,New Delhi,Delhi,Normal,10000.0,15000.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3266,HR Operations Intern,Tech Mahindra,Information Technology,Private Limited,Full-time,New Delhi,Delhi,On-site,Human Resources,6 Months,10000.0,20000.0,Hirect,https://hirect.in/job/internship-1401,6.0,Long-term,Paid,15000.0,New Delhi,Delhi,Normal,10000.0,15000.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3267,Recruitment Intern,Capgemini,Manufacturing,Public Limited,Full-time,Hyderabad,Telangana,Remote,Human Resources,6 Months,20000.0,35000.0,Hirect,https://hirect.in/job/internship-1402,6.0,Long-term,Paid,27500.0,Hyderabad,Telangana,Normal,15000.0,27500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3268,Learning & Development Intern,Zomato,Healthcare,Public Limited,Full-time,Gurugram,Haryana,On-site,Human Resources,3 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1403,3.0,Medium-term,Paid,17500.0,Gurugram,Haryana,Normal,5000.0,17500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3269,Learning & Development Intern,LTIMindtree,Fintech,Public Limited,Part-time,Noida,Uttar Pradesh,Remote,Human Resources,3 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1404,3.0,Medium-term,Paid,20000.0,Noida,Uttar Pradesh,Normal,10000.0,20000.0,1,1,0,0,0,1,3,1,1,1,Graduate
A3270,HR Intern,Flipkart,EdTech,Startup,Full-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,20000.0,25000.0,Hirect,https://hirect.in/job/internship-1405,2.0,Short-term,Paid,22500.0,Mumbai,Maharashtra,Normal,5000.0,22500.0,1,0,0,1,1,0,3,1,1,1,Postgraduate
A3271,HR Intern,Blinkit,Logistics,MNC,Full-time,Ahmedabad,Gujarat,Remote,Human Resources,2 Months,15000.0,25000.0,Hirect,https://hirect.in/job/internship-1406,2.0,Short-term,Paid,20000.0,Ahmedabad,Gujarat,Normal,10000.0,20000.0,1,1,0,0,1,0,3,1,1,1,Graduate
A3272,HR Intern,Tata Motors,FMCG,Enterprise,Full-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1407,3.0,Medium-term,Paid,12500.0,Mumbai,Maharashtra,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3273,HR Intern,PwC,Manufacturing,Private Limited,Part-time,Gurugram,Haryana,On-site,Human Resources,3 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1408,3.0,Medium-term,Paid,25000.0,Gurugram,Haryana,Normal,10000.0,25000.0,1,0,0,1,0,1,3,1,1,1,Postgraduate
A3274,HR Intern,PwC,E-commerce,Startup,Full-time,Hyderabad,Telangana,Hybrid,Human Resources,3 Months,15000.0,20000.0,Hirect,https://hirect.in/job/internship-1409,3.0,Medium-term,Paid,17500.0,Hyderabad,Telangana,Normal,5000.0,17500.0,1,0,1,0,1,0,3,1,1,1,Graduate
A3275,HR Operations Intern,Cognizant,Manufacturing,Startup,Full-time,New Delhi,Delhi,Remote,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1410,6.0,Long-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3276,Learning & Development Intern,Oracle,Healthcare,MNC,Full-time,New Delhi,Delhi,Remote,Human Resources,6 Months,20000.0,30000.0,Hirect,https://hirect.in/job/internship-1411,6.0,Long-term,Paid,25000.0,New Delhi,Delhi,Normal,10000.0,25000.0,1,1,0,0,1,0,3,1,1,1,Postgraduate
A3277,Talent Acquisition Intern,Tech Mahindra,Healthcare,MNC,Part-time,New Delhi,Delhi,Hybrid,Human Resources,6 Months,10000.0,15000.0,Hirect,https://hirect.in/job/internship-1412,6.0,Long-term,Paid,12500.0,New Delhi,Delhi,Normal,5000.0,12500.0,1,0,1,0,0,1,3,1,1,1,Postgraduate
